자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-47272,2025.12.7 11:22,2109,은천로입구 가로공원,0,2025.12.7 11:24,2136,신림역 8번출구,0,2,494.89,\N,\N,\N,ST-882,ST-976,일반자전거
SPB-69570,2025.12.7 11:20,2173,당곡사거리,0,2025.12.7 11:25,2136,신림역 8번출구,0,5,675.23,1998,M,내국인,ST-1268,ST-976,일반자전거
SPB-43890,2025.12.7 11:16,2185,대학동 고시촌,0,2025.12.7 11:28,2140,신림1교 교차로,0,12,1711.09,\N,\N,\N,ST-1757,ST-724,일반자전거
SPB-69041,2025.12.7 11:24,2143,서울산업정보학교,0,2025.12.7 11:29,2178,서울대학교 정문,0,4,557.73,1998,\N,내국인,ST-886,ST-1547,일반자전거
SPB-45231,2025.12.7 11:30,2129,낙성대 과학전시관,0,2025.12.7 11:33,2159,인헌초교,0,2,0.0,1991,M,내국인,ST-721,ST-1156,일반자전거
SPB-74782,2025.12.7 11:29,2136,신림역 8번출구,0,2025.12.7 11:34,2190,도원맨션,0,4,776.96,1996,F,내국인,ST-976,ST-2374,일반자전거
SPB-66111,2025.12.7 11:03,2105,미성동 신림체육센터,0,2025.12.7 11:35,2105,미성동 신림체육센터,0,31,1413.04,\N,M,내국인,ST-704,ST-704,일반자전거
SPB-54383,2025.12.7 10:56,2176,보라매공원 보도육교,0,2025.12.7 11:37,2176,보라매공원 보도육교,0,41,1710.0,1996,M,내국인,ST-1357,ST-1357,일반자전거
SPB-50343,2025.12.7 11:45,2136,신림역 8번출구,0,2025.12.7 11:47,2174,삼성디지털프라자관악점,0,2,0.0,1993,\N,내국인,ST-976,ST-1269,일반자전거
SPB-74629,2025.12.7 11:21,2102,봉림교 교통섬,0,2025.12.7 11:48,2102,봉림교 교통섬,0,27,2576.22,\N,\N,\N,ST-702,ST-702,일반자전거
SPB-42485,2025.12.7 11:27,2109,은천로입구 가로공원,0,2025.12.7 11:49,2109,은천로입구 가로공원,0,21,0.1,1997,M,내국인,ST-882,ST-882,일반자전거
SPB-43890,2025.12.7 11:42,2140,신림1교 교차로,0,2025.12.7 11:53,2164,관악우체국,0,10,1395.72,1994,F,내국인,ST-724,ST-1259,일반자전거
SPB-64548,2025.12.7 11:44,2108,은천치안센터,0,2025.12.7 11:55,2186,낙성대입구삼거리,0,11,1490.0,\N,M,내국인,ST-714,ST-2370,일반자전거
SPB-67483,2025.12.7 11:50,2103,신림동 우방아파트,0,2025.12.7 11:56,2173,당곡사거리,0,5,720.0,1998,M,내국인,ST-703,ST-1268,일반자전거
SPB-48406,2025.12.7 11:58,2173,당곡사거리,0,2025.12.7 12:05,2176,보라매공원 보도육교,0,6,960.0,1997,F,내국인,ST-1268,ST-1357,일반자전거
SPB-31169,2025.12.7 11:55,2105,미성동 신림체육센터,0,2025.12.7 12:08,2102,봉림교 교통섬,0,13,1345.99,1984,M,내국인,ST-704,ST-702,일반자전거
SPB-56670,2025.12.7 11:56,2137,KT&G 관악지점,0,2025.12.7 12:09,2109,은천로입구 가로공원,0,13,1505.48,1995,M,내국인,ST-723,ST-882,일반자전거
SPB-63607,2025.12.7 11:50,2106,세이브마트,0,2025.12.7 12:10,2106,세이브마트,0,19,2364.0,1972,M,내국인,ST-705,ST-705,일반자전거
SPB-31246,2025.12.7 11:26,2140,신림1교 교차로,0,2025.12.7 12:10,2102,봉림교 교통섬,0,44,767.09,1991,M,내국인,ST-724,ST-702,일반자전거
SPB-42485,2025.12.7 12:07,2109,은천로입구 가로공원,0,2025.12.7 12:12,2136,신림역 8번출구,0,4,540.2,\N,M,내국인,ST-882,ST-976,일반자전거
SPB-62952,2025.12.7 12:03,2137,KT&G 관악지점,0,2025.12.7 12:15,2137,KT&G 관악지점,0,11,1257.79,1985,,내국인,ST-723,ST-723,일반자전거
SPB-74786,2025.12.7 10:55,2195,은천교회,0,2025.12.7 12:15,2195,은천교회,0,80,2799.48,1991,\N,내국인,ST-2379,ST-2379,일반자전거
SPB-59897,2025.12.7 11:32,2176,보라매공원 보도육교,0,2025.12.7 12:20,2176,보라매공원 보도육교,0,47,10650.0,1976,M,내국인,ST-1357,ST-1357,일반자전거
SPB-42103,2025.12.7 12:17,2198,사랑의병원,0,2025.12.7 12:21,2111,서울대입구역 1번출구,0,3,372.15,\N,\N,\N,ST-2382,ST-965,일반자전거
SPB-37096,2025.12.7 12:04,2184,구암초등학교 버스정류장,0,2025.12.7 12:21,2148,낙성대역 3번출구 뒤,0,17,2307.34,1998,,내국인,ST-1702,ST-887,일반자전거
SPB-33262,2025.12.7 12:11,2111,서울대입구역 1번출구,0,2025.12.7 12:22,2136,신림역 8번출구,0,11,2287.85,1994,M,내국인,ST-965,ST-976,일반자전거
SPB-71812,2025.12.7 11:35,2173,당곡사거리,0,2025.12.7 12:25,2173,당곡사거리,0,50,13319.17,1982,M,내국인,ST-1268,ST-1268,일반자전거
SPB-67483,2025.12.7 12:14,2173,당곡사거리,0,2025.12.7 12:26,2108,은천치안센터,0,11,1570.0,1987,F,내국인,ST-1268,ST-714,일반자전거
SPB-41824,2025.12.7 11:38,2187,현대시장사거리,0,2025.12.7 12:27,2112,서울대입구역 마에스트로,\N,45,660.92,2001,F,내국인,ST-2371,ST-715,일반자전거
SPB-73969,2025.12.7 12:24,2172,나들목공원,0,2025.12.7 12:28,2178,서울대학교 정문,0,3,318.47,1973,\N,내국인,ST-1267,ST-1547,일반자전거
SPB-59470,2025.12.7 12:23,2108,은천치안센터,0,2025.12.7 12:30,2171,서울대입구역 5번출구,0,6,904.78,1994,F,내국인,ST-714,ST-1337,일반자전거
SPB-53811,2025.12.7 12:28,2187,현대시장사거리,0,2025.12.7 12:34,2108,은천치안센터,0,6,757.11,\N,\N,\N,ST-2371,ST-714,일반자전거
SPB-71812,2025.12.7 12:30,2173,당곡사거리,0,2025.12.7 12:36,2103,신림동 우방아파트,0,5,845.38,1998,M,내국인,ST-1268,ST-703,일반자전거
SPB-37547,2025.12.7 12:28,2187,현대시장사거리,0,2025.12.7 12:36,2108,은천치안센터,0,7,536.87,1993,\N,내국인,ST-2371,ST-714,일반자전거
SPB-37096,2025.12.7 12:38,2148,낙성대역 3번출구 뒤,0,2025.12.7 12:40,2122,낙성대로 입구,0,1,230.2,\N,M,내국인,ST-887,ST-719,일반자전거
SPB-40273,2025.12.7 12:35,2187,현대시장사거리,0,2025.12.7 12:40,2184,구암초등학교 버스정류장,0,5,253.14,\N,\N,\N,ST-2371,ST-1702,일반자전거
SPB-56670,2025.12.7 12:37,2109,은천로입구 가로공원,0,2025.12.7 12:40,2145,은천초등학교 육교,0,3,529.4,1998,\N,내국인,ST-882,ST-725,일반자전거
SPB-44915,2025.12.7 12:33,2191,대학동주민센터,0,2025.12.7 12:45,2102,봉림교 교통섬,0,12,2334.91,1948,F,내국인,ST-2375,ST-702,일반자전거
SPB-37096,2025.12.7 12:46,2122,낙성대로 입구,0,2025.12.7 12:49,2148,낙성대역 3번출구 뒤,0,2,208.79,1958,M,내국인,ST-719,ST-887,일반자전거
SPB-55159,2025.12.7 12:28,2108,은천치안센터,0,2025.12.7 12:49,2108,은천치안센터,0,20,1366.25,1987,M,내국인,ST-714,ST-714,일반자전거
SPB-59835,2025.12.7 12:38,2170,조원동 강남힐병원,0,2025.12.7 12:50,2110,조원동 미성아파트,0,11,1150.0,1974,F,내국인,ST-1265,ST-950,일반자전거
SPB-52097,2025.12.7 12:05,2169,봉천역 2번출구,0,2025.12.7 12:54,2112,서울대입구역 마에스트로,\N,45,757.71,1982,F,내국인,ST-1264,ST-715,일반자전거
SPB-70610,2025.12.7 12:45,2109,은천로입구 가로공원,0,2025.12.7 13:00,2119,중앙동 동진빌딩,0,15,1800.0,1988,F,내국인,ST-882,ST-884,일반자전거
SPB-69078,2025.12.7 12:34,2111,서울대입구역 1번출구,0,2025.12.7 13:01,2111,서울대입구역 1번출구,0,26,3315.58,1999,M,내국인,ST-965,ST-965,일반자전거
SPB-32141,2025.12.7 12:59,2179,양녕로 입구,0,2025.12.7 13:07,2136,신림역 8번출구,0,8,1557.16,\N,\N,내국인,ST-1548,ST-976,일반자전거
SPB-65713,2025.12.7 12:56,2176,보라매공원 보도육교,0,2025.12.7 13:08,2173,당곡사거리,0,11,230.0,1997,F,내국인,ST-1357,ST-1268,일반자전거
SPB-74786,2025.12.7 12:57,2195,은천교회,0,2025.12.7 13:08,2112,서울대입구역 마에스트로,0,10,1529.73,1965,\N,내국인,ST-2379,ST-715,일반자전거
SPB-34971,2025.12.7 12:57,2140,신림1교 교차로,0,2025.12.7 13:10,2185,대학동 고시촌,0,12,1706.14,\N,\N,\N,ST-724,ST-1757,일반자전거
SPB-60923,2025.12.7 12:27,2102,봉림교 교통섬,0,2025.12.7 13:10,2102,봉림교 교통섬,0,42,3462.9,1991,F,내국인,ST-702,ST-702,일반자전거
SPB-61001,2025.12.7 12:51,2175,신림동걷고싶은문화의거리입구,0,2025.12.7 13:10,2175,신림동걷고싶은문화의거리입구,0,19,2071.37,1974,\N,내국인,ST-1270,ST-1270,일반자전거
SPB-64264,2025.12.7 12:55,2156,신림푸르지오아파트,0,2025.12.7 13:11,2156,신림푸르지오아파트,0,16,791.73,1985,M,내국인,ST-952,ST-952,일반자전거
SPB-32141,2025.12.7 13:08,2136,신림역 8번출구,0,2025.12.7 13:12,2174,삼성디지털프라자관악점,0,4,452.57,1987,F,내국인,ST-976,ST-1269,일반자전거
SPB-31705,2025.12.7 13:07,2179,양녕로 입구,0,2025.12.7 13:13,2111,서울대입구역 1번출구,0,5,561.54,1999,\N,내국인,ST-1548,ST-965,일반자전거
SPB-60985,2025.12.7 13:15,2112,서울대입구역 마에스트로,0,2025.12.7 13:20,2119,중앙동 동진빌딩,0,5,636.98,1977,F,내국인,ST-715,ST-884,일반자전거
SPB-55159,2025.12.7 13:12,2108,은천치안센터,0,2025.12.7 13:20,2189,봉천역 4번출구,0,7,594.53,2003,M,내국인,ST-714,ST-2373,일반자전거
SPB-44670,2025.12.7 13:01,2102,봉림교 교통섬,0,2025.12.7 13:27,2106,세이브마트,0,26,2866.84,1989,M,내국인,ST-702,ST-705,일반자전거
SPB-54937,2025.12.7 13:23,2108,은천치안센터,0,2025.12.7 13:28,2164,관악우체국,0,4,927.17,1995,\N,내국인,ST-714,ST-1259,일반자전거
SPB-37096,2025.12.7 13:20,2148,낙성대역 3번출구 뒤,0,2025.12.7 13:30,2111,서울대입구역 1번출구,0,9,1045.0,1981,M,내국인,ST-887,ST-965,일반자전거
SPB-73566,2025.12.7 13:24,2173,당곡사거리,0,2025.12.7 13:30,2109,은천로입구 가로공원,0,5,877.51,1991,M,내국인,ST-1268,ST-882,일반자전거
SPB-73074,2025.12.7 13:24,2173,당곡사거리,0,2025.12.7 13:30,2109,은천로입구 가로공원,0,5,877.5,\N,F,내국인,ST-1268,ST-882,일반자전거
SPB-69078,2025.12.7 13:24,2111,서울대입구역 1번출구,0,2025.12.7 13:32,2122,낙성대로 입구,0,7,782.59,1998,\N,내국인,ST-965,ST-719,일반자전거
SPB-55215,2025.12.7 12:53,2159,인헌초교,0,2025.12.7 13:36,2159,인헌초교,0,42,0.0,1969,M,내국인,ST-1156,ST-1156,일반자전거
SPB-59835,2025.12.7 13:29,2110,조원동 미성아파트,0,2025.12.7 13:38,2110,조원동 미성아파트,0,9,1610.0,1981,M,내국인,ST-950,ST-950,일반자전거
SPB-71812,2025.12.7 13:29,2103,신림동 우방아파트,0,2025.12.7 13:38,2173,당곡사거리,0,9,770.06,2007,M,내국인,ST-703,ST-1268,일반자전거
SPB-32091,2025.12.7 12:49,2110,조원동 미성아파트,0,2025.12.7 13:39,2110,조원동 미성아파트,0,50,5372.38,1996,F,내국인,ST-950,ST-950,일반자전거
SPB-73074,2025.12.7 13:36,2109,은천로입구 가로공원,0,2025.12.7 13:42,2187,현대시장사거리,0,6,1357.34,1980,M,내국인,ST-882,ST-2371,일반자전거
SPB-73464,2025.12.7 12:42,2108,은천치안센터,0,2025.12.7 13:43,2189,봉천역 4번출구,0,60,5102.9,\N,F,내국인,ST-714,ST-2373,일반자전거
SPB-53811,2025.12.7 12:45,2108,은천치안센터,0,2025.12.7 13:43,2189,봉천역 4번출구,0,58,4948.01,1995,\N,내국인,ST-714,ST-2373,일반자전거
SPB-52471,2025.12.7 13:39,2129,낙성대 과학전시관,0,2025.12.7 13:46,2122,낙성대로 입구,0,7,1042.99,1982,M,내국인,ST-721,ST-719,일반자전거
SPB-70258,2025.12.7 13:33,2136,신림역 8번출구,0,2025.12.7 13:46,2111,서울대입구역 1번출구,0,13,2227.27,1994,M,내국인,ST-976,ST-965,일반자전거
SPB-62952,2025.12.7 13:44,2137,KT&G 관악지점,0,2025.12.7 13:47,2190,도원맨션,0,2,318.55,1998,F,내국인,ST-723,ST-2374,일반자전거
SPB-43345,2025.12.7 12:57,2102,봉림교 교통섬,0,2025.12.7 13:48,2102,봉림교 교통섬,0,51,12575.33,1976,M,내국인,ST-702,ST-702,일반자전거
SPB-62232,2025.12.7 12:08,2106,세이브마트,0,2025.12.7 13:49,2144,난우길입구,0,101,8013.95,\N,\N,\N,ST-705,ST-709,일반자전거
SPB-43890,2025.12.7 13:36,2164,관악우체국,0,2025.12.7 13:50,2105,미성동 신림체육센터,0,14,1785.41,1971,M,내국인,ST-1259,ST-704,일반자전거
SPB-61351,2025.12.7 12:10,2136,신림역 8번출구,0,2025.12.7 13:51,2164,관악우체국,0,100,2810.87,1975,M,내국인,ST-976,ST-1259,일반자전거
SPB-50764,2025.12.7 13:46,2169,봉천역 2번출구,0,2025.12.7 13:51,2195,은천교회,0,4,735.58,1997,\N,내국인,ST-1264,ST-2379,일반자전거
SPB-70562,2025.12.7 13:15,2128,관악구청교차로,0,2025.12.7 13:54,2128,관악구청교차로,0,39,3780.0,2000,F,내국인,ST-720,ST-720,일반자전거
SPB-64377,2025.12.7 13:14,2128,관악구청교차로,0,2025.12.7 13:55,2128,관악구청교차로,0,40,3747.81,1995,M,내국인,ST-720,ST-720,일반자전거
SPB-69442,2025.12.7 13:52,2106,세이브마트,0,2025.12.7 13:58,2156,신림푸르지오아파트,0,5,1236.17,2004,M,내국인,ST-705,ST-952,일반자전거
SPB-45526,2025.12.7 13:58,2195,은천교회,0,2025.12.7 14:01,2136,신림역 8번출구,0,3,380.0,1995,\N,내국인,ST-2379,ST-976,일반자전거
SPB-71807,2025.12.7 13:51,2102,봉림교 교통섬,0,2025.12.7 14:02,2105,미성동 신림체육센터,0,11,1277.61,1984,M,내국인,ST-702,ST-704,일반자전거
SPB-37096,2025.12.7 13:56,2111,서울대입구역 1번출구,0,2025.12.7 14:03,2148,낙성대역 3번출구 뒤,0,6,978.74,1981,M,내국인,ST-965,ST-887,일반자전거
SPB-57875,2025.12.7 12:24,2110,조원동 미성아파트,0,2025.12.7 14:06,2140,신림1교 교차로,0,102,12924.5,1975,\N,내국인,ST-950,ST-724,일반자전거
SPB-71881,2025.12.7 12:54,2171,서울대입구역 5번출구,0,2025.12.7 14:06,2140,신림1교 교차로,0,72,2828.9,1992,M,내국인,ST-1337,ST-724,일반자전거
SPB-53038,2025.12.7 13:43,2187,현대시장사거리,0,2025.12.7 14:07,2140,신림1교 교차로,0,23,3802.81,1996,M,내국인,ST-2371,ST-724,일반자전거
SPB-52191,2025.12.7 13:30,2108,은천치안센터,0,2025.12.7 14:17,2196,봉천역 3번출구,0,46,2325.24,\N,\N,\N,ST-714,ST-2380,일반자전거
SPB-44124,2025.12.7 13:16,2191,대학동주민센터,0,2025.12.7 14:19,2191,대학동주민센터,0,62,4087.09,1992,M,내국인,ST-2375,ST-2375,일반자전거
SPB-72728,2025.12.7 14:09,2116,에이스에이존빌딩,0,2025.12.7 14:21,2136,신림역 8번출구,0,11,1994.8,\N,M,내국인,ST-717,ST-976,일반자전거
SPB-34365,2025.12.7 14:10,2178,서울대학교 정문,0,2025.12.7 14:26,2102,봉림교 교통섬,0,16,3467.85,1986,,내국인,ST-1547,ST-702,일반자전거
SPB-50929,2025.12.7 14:25,2137,KT&G 관악지점,0,2025.12.7 14:27,2190,도원맨션,0,2,0.0,2001,\N,내국인,ST-723,ST-2374,일반자전거
SPB-37096,2025.12.7 14:04,2148,낙성대역 3번출구 뒤,0,2025.12.7 14:27,2175,신림동걷고싶은문화의거리입구,0,23,3772.16,1994,M,내국인,ST-887,ST-1270,일반자전거
SPB-74786,2025.12.7 14:14,2112,서울대입구역 마에스트로,0,2025.12.7 14:30,2173,당곡사거리,0,16,2443.13,\N,F,내국인,ST-715,ST-1268,일반자전거
SPB-72043,2025.12.7 13:07,2170,조원동 강남힐병원,0,2025.12.7 14:31,2156,신림푸르지오아파트,0,84,3785.79,1994,\N,내국인,ST-1265,ST-952,일반자전거
SPB-74237,2025.12.7 13:08,2170,조원동 강남힐병원,0,2025.12.7 14:32,2156,신림푸르지오아파트,0,83,3751.78,1992,F,내국인,ST-1265,ST-952,일반자전거
SPB-47987,2025.12.7 13:29,2103,신림동 우방아파트,0,2025.12.7 14:36,2136,신림역 8번출구,0,66,1085.21,1985,\N,내국인,ST-703,ST-976,일반자전거
SPB-62952,2025.12.7 14:28,2190,도원맨션,0,2025.12.7 14:38,2116,에이스에이존빌딩,0,10,1053.24,2001,\N,내국인,ST-2374,ST-717,일반자전거
SPB-31232,2025.12.7 13:59,2176,보라매공원 보도육교,0,2025.12.7 14:38,2176,보라매공원 보도육교,0,38,6413.82,\N,\N,\N,ST-1357,ST-1357,일반자전거
SPB-59897,2025.12.7 13:58,2176,보라매공원 보도육교,0,2025.12.7 14:38,2176,보라매공원 보도육교,0,39,6050.0,2001,F,내국인,ST-1357,ST-1357,일반자전거
SPB-82724,2025.12.7 14:31,2184,구암초등학교 버스정류장,99,2025.12.7 14:43,2112,서울대입구역 마에스트로,99,12,1144.41,\N,F,내국인,ST-1702,ST-715,새싹자전거
SPB-47272,2025.12.7 12:43,2136,신림역 8번출구,0,2025.12.7 14:44,2109,은천로입구 가로공원,0,121,925.86,1998,F,내국인,ST-976,ST-882,일반자전거
SPB-44124,2025.12.7 14:32,2191,대학동주민센터,0,2025.12.7 14:45,2169,봉천역 2번출구,0,12,1517.94,1962,M,내국인,ST-2375,ST-1264,일반자전거
SPB-48277,2025.12.7 14:18,2102,봉림교 교통섬,0,2025.12.7 14:45,2176,보라매공원 보도육교,0,26,2240.0,1982,F,내국인,ST-702,ST-1357,일반자전거
SPB-44771,2025.12.7 14:47,2108,은천치안센터,0,2025.12.7 14:50,2196,봉천역 3번출구,0,2,385.32,1996,M,내국인,ST-714,ST-2380,일반자전거
SPB-54083,2025.12.7 13:28,2187,현대시장사거리,0,2025.12.7 14:50,2199,신봉천주유소 A,0,81,3932.07,1968,M,내국인,ST-2371,ST-2383,일반자전거
SPB-74786,2025.12.7 14:47,2173,당곡사거리,0,2025.12.7 14:52,2109,은천로입구 가로공원,0,5,867.8,\N,\N,\N,ST-1268,ST-882,일반자전거
SPB-74782,2025.12.7 14:39,2190,도원맨션,0,2025.12.7 14:57,2189,봉천역 4번출구,0,18,1370.65,1989,M,내국인,ST-2374,ST-2373,일반자전거
SPB-61878,2025.12.7 14:50,2108,은천치안센터,0,2025.12.7 14:57,2136,신림역 8번출구,0,7,1123.04,1999,F,내국인,ST-714,ST-976,일반자전거
SPB-74123,2025.12.7 14:17,2196,봉천역 3번출구,0,2025.12.7 14:59,2108,은천치안센터,0,41,3224.73,\N,\N,\N,ST-2380,ST-714,일반자전거
SPB-70798,2025.12.7 13:57,2139,서울신성초등학교,0,2025.12.7 15:00,2164,관악우체국,0,63,3821.96,1982,M,내국인,ST-951,ST-1259,일반자전거
SPB-54451,2025.12.7 14:57,2173,당곡사거리,0,2025.12.7 15:02,2102,봉림교 교통섬,0,4,667.3,1978,M,내국인,ST-1268,ST-702,일반자전거
SPB-51655,2025.12.7 15:00,2195,은천교회,0,2025.12.7 15:02,2136,신림역 8번출구,0,1,406.78,1991,\N,내국인,ST-2379,ST-976,일반자전거
SPB-41612,2025.12.7 14:13,2139,서울신성초등학교,0,2025.12.7 15:04,2185,대학동 고시촌,0,51,6799.81,1996,M,내국인,ST-951,ST-1757,일반자전거
SPB-71812,2025.12.7 14:08,2173,당곡사거리,0,2025.12.7 15:05,2173,당곡사거리,0,57,5142.35,1969,M,내국인,ST-1268,ST-1268,일반자전거
SPB-74786,2025.12.7 15:01,2109,은천로입구 가로공원,0,2025.12.7 15:05,2108,은천치안센터,0,3,713.98,1981,F,내국인,ST-882,ST-714,일반자전거
SPB-38137,2025.12.7 14:59,2170,조원동 강남힐병원,0,2025.12.7 15:09,2170,조원동 강남힐병원,0,9,1042.28,1991,M,내국인,ST-1265,ST-1265,일반자전거
SPB-65713,2025.12.7 13:58,2173,당곡사거리,0,2025.12.7 15:10,2173,당곡사거리,0,72,2910.0,2000,M,내국인,ST-1268,ST-1268,일반자전거
SPB-47272,2025.12.7 15:06,2109,은천로입구 가로공원,0,2025.12.7 15:11,2179,양녕로 입구,0,5,1069.92,\N,\N,\N,ST-882,ST-1548,일반자전거
SPB-60329,2025.12.7 15:00,2179,양녕로 입구,0,2025.12.7 15:11,2174,삼성디지털프라자관악점,0,11,1780.87,1990,F,내국인,ST-1548,ST-1269,일반자전거
SPB-64661,2025.12.7 13:45,2102,봉림교 교통섬,0,2025.12.7 15:12,2102,봉림교 교통섬,0,86,20199.48,1993,F,내국인,ST-702,ST-702,일반자전거
SPB-30117,2025.12.7 14:56,2179,양녕로 입구,0,2025.12.7 15:15,2137,KT&G 관악지점,0,19,966.69,1996,F,내국인,ST-1548,ST-723,일반자전거
SPB-60123,2025.12.7 13:24,2140,신림1교 교차로,0,2025.12.7 15:17,2140,신림1교 교차로,0,113,820.0,1974,F,내국인,ST-724,ST-724,일반자전거
SPB-59574,2025.12.7 14:23,2108,은천치안센터,0,2025.12.7 15:18,2108,은천치안센터,0,55,496.25,1994,F,내국인,ST-714,ST-714,일반자전거
SPB-46592,2025.12.7 13:21,2111,서울대입구역 1번출구,0,2025.12.7 15:19,2159,인헌초교,0,117,980.0,1997,M,내국인,ST-965,ST-1156,일반자전거
SPB-61203,2025.12.7 14:53,2106,세이브마트,0,2025.12.7 15:20,2176,보라매공원 보도육교,0,26,1971.55,1991,M,내국인,ST-705,ST-1357,일반자전거
SPB-65689,2025.12.7 14:59,2106,세이브마트,0,2025.12.7 15:20,2176,보라매공원 보도육교,0,21,2007.43,1991,F,내국인,ST-705,ST-1357,일반자전거
SPB-67129,2025.12.7 15:03,2103,신림동 우방아파트,0,2025.12.7 15:20,2164,관악우체국,0,17,1297.11,1990,M,내국인,ST-703,ST-1259,일반자전거
SPB-56001,2025.12.7 15:02,2103,신림동 우방아파트,0,2025.12.7 15:20,2164,관악우체국,0,19,1622.75,\N,\N,\N,ST-703,ST-1259,일반자전거
SPB-63625,2025.12.7 13:50,2144,난우길입구,0,2025.12.7 15:21,2144,난우길입구,0,90,5155.62,\N,\N,\N,ST-709,ST-709,일반자전거
SPB-56189,2025.12.7 15:14,2172,나들목공원,0,2025.12.7 15:22,2191,대학동주민센터,0,7,940.0,\N,\N,\N,ST-1267,ST-2375,일반자전거
SPB-73464,2025.12.7 14:26,2189,봉천역 4번출구,0,2025.12.7 15:22,2136,신림역 8번출구,0,56,3282.32,1967,M,내국인,ST-2373,ST-976,일반자전거
SPB-73057,2025.12.7 15:17,2187,현대시장사거리,0,2025.12.7 15:22,2189,봉천역 4번출구,0,5,571.02,1966,M,내국인,ST-2371,ST-2373,일반자전거
SPB-64066,2025.12.7 15:16,2171,서울대입구역 5번출구,0,2025.12.7 15:22,2169,봉천역 2번출구,0,6,850.0,1984,M,내국인,ST-1337,ST-1264,일반자전거
SPB-38214,2025.12.7 15:12,2164,관악우체국,0,2025.12.7 15:24,2108,은천치안센터,0,12,924.37,1995,\N,내국인,ST-1259,ST-714,일반자전거
SPB-64819,2025.12.7 15:04,2143,서울산업정보학교,0,2025.12.7 15:25,2102,봉림교 교통섬,0,21,2626.7,1996,\N,내국인,ST-886,ST-702,일반자전거
SPB-30132,2025.12.7 15:05,2143,서울산업정보학교,0,2025.12.7 15:25,2102,봉림교 교통섬,0,19,2693.17,1994,\N,내국인,ST-886,ST-702,일반자전거
