자전거번호,대여일시,대여 대여소번호,대여 대여소명,대여거치대,반납일시,반납대여소번호,반납대여소명,반납거치대,이용시간(분),이용거리(M),생년,성별,이용자종류,대여대여소ID,반납대여소ID,자전거구분
SPB-44124,2025.12.7 0:14,2102,봉림교 교통섬,0,2025.12.7 0:35,2191,대학동주민센터,0,20,2468.88,\N,\N,\N,ST-702,ST-2375,일반자전거
SPB-66837,2025.12.7 0:29,2140,신림1교 교차로,0,2025.12.7 0:38,2144,난우길입구,0,8,1337.43,1995,M,내국인,ST-724,ST-709,일반자전거
SPB-73792,2025.12.7 0:19,2111,서울대입구역 1번출구,0,2025.12.7 0:39,2167,낙성대역 1번출구,0,20,1284.54,\N,\N,\N,ST-965,ST-1262,일반자전거
SPB-47987,2025.12.7 0:23,2111,서울대입구역 1번출구,0,2025.12.7 0:39,2165,JK장평타워,0,16,1190.0,\N,\N,\N,ST-965,ST-1260,일반자전거
SPB-64832,2025.12.7 0:06,2175,신림동걷고싶은문화의거리입구,0,2025.12.7 0:40,2102,봉림교 교통섬,0,34,2532.74,1993,M,내국인,ST-1270,ST-702,일반자전거
SPB-73588,2025.12.7 0:24,2102,봉림교 교통섬,0,2025.12.7 0:40,2185,대학동 고시촌,0,15,2542.88,1977,M,내국인,ST-702,ST-1757,일반자전거
SPB-70798,2025.12.7 0:27,2185,대학동 고시촌,0,2025.12.7 0:41,2136,신림역 8번출구,0,13,2599.89,\N,\N,\N,ST-1757,ST-976,일반자전거
SPB-48434,2025.12.7 0:39,2187,현대시장사거리,0,2025.12.7 0:42,2169,봉천역 2번출구,0,3,840.0,\N,\N,\N,ST-2371,ST-1264,일반자전거
SPB-65689,2025.12.7 0:39,2111,서울대입구역 1번출구,0,2025.12.7 0:47,2187,현대시장사거리,0,8,1060.03,2002,M,내국인,ST-965,ST-2371,일반자전거
SPB-50343,2025.12.7 0:44,2102,봉림교 교통섬,0,2025.12.7 0:56,2106,세이브마트,0,11,2018.53,1987,\N,내국인,ST-702,ST-705,일반자전거
SPB-50467,2025.12.7 0:39,2189,봉천역 4번출구,0,2025.12.7 1:00,2185,대학동 고시촌,0,21,3991.53,2001,M,내국인,ST-2373,ST-1757,일반자전거
SPB-34971,2025.12.7 0:47,2174,삼성디지털프라자관악점,0,2025.12.7 1:03,2140,신림1교 교차로,0,15,1393.79,2001,\N,내국인,ST-1269,ST-724,일반자전거
SPB-74123,2025.12.7 1:01,2109,은천로입구 가로공원,0,2025.12.7 1:05,2136,신림역 8번출구,0,4,527.13,2008,M,내국인,ST-882,ST-976,일반자전거
SPB-44230,2025.12.7 0:52,2108,은천치안센터,0,2025.12.7 1:10,2144,난우길입구,0,17,2890.32,\N,\N,\N,ST-714,ST-709,일반자전거
SPB-36871,2025.12.7 1:07,2189,봉천역 4번출구,0,2025.12.7 1:15,2136,신림역 8번출구,0,8,1088.79,1970,M,내국인,ST-2373,ST-976,일반자전거
SPB-60652,2025.12.7 1:10,2109,은천로입구 가로공원,0,2025.12.7 1:16,2173,당곡사거리,0,6,934.99,\N,\N,\N,ST-882,ST-1268,일반자전거
SPB-31818,2025.12.7 1:15,2189,봉천역 4번출구,0,2025.12.7 1:19,2109,은천로입구 가로공원,0,4,580.72,1997,M,내국인,ST-2373,ST-882,일반자전거
SPB-70562,2025.12.7 1:13,2189,봉천역 4번출구,0,2025.12.7 1:19,2109,은천로입구 가로공원,0,5,660.0,1998,F,내국인,ST-2373,ST-882,일반자전거
SPB-74229,2025.12.7 0:23,2102,봉림교 교통섬,0,2025.12.7 1:21,2102,봉림교 교통섬,0,57,621.65,1994,\N,내국인,ST-702,ST-702,일반자전거
SPB-43198,2025.12.7 1:10,2122,낙성대로 입구,0,2025.12.7 1:24,2109,은천로입구 가로공원,0,13,2359.14,1992,\N,내국인,ST-719,ST-882,일반자전거
SPB-64832,2025.12.7 1:28,2102,봉림교 교통섬,0,2025.12.7 1:39,2110,조원동 미성아파트,0,10,2581.36,\N,\N,내국인,ST-702,ST-950,일반자전거
SPB-32740,2025.12.7 1:01,2140,신림1교 교차로,0,2025.12.7 1:42,2186,낙성대입구삼거리,0,41,3886.84,1984,M,내국인,ST-724,ST-2370,일반자전거
SPB-42103,2025.12.7 1:38,2171,서울대입구역 5번출구,0,2025.12.7 1:43,2199,신봉천주유소 A,0,5,666.37,\N,M,내국인,ST-1337,ST-2383,일반자전거
SPB-74229,2025.12.7 1:21,2102,봉림교 교통섬,0,2025.12.7 1:52,2110,조원동 미성아파트,0,31,3417.42,1994,\N,내국인,ST-702,ST-950,일반자전거
SPB-84247,2025.12.7 1:44,2139,서울신성초등학교,99,2025.12.7 1:53,2136,신림역 8번출구,99,9,1925.57,1997,M,내국인,ST-951,ST-976,새싹자전거
SPB-60123,2025.12.7 1:51,2191,대학동주민센터,0,2025.12.7 1:59,2140,신림1교 교차로,0,7,1560.0,1992,M,내국인,ST-2375,ST-724,일반자전거
SPB-60985,2025.12.7 1:52,2196,봉천역 3번출구,0,2025.12.7 1:59,2112,서울대입구역 마에스트로,0,7,1046.73,\N,\N,\N,ST-2380,ST-715,일반자전거
SPB-69219,2025.12.7 1:52,2102,봉림교 교통섬,0,2025.12.7 2:00,2196,봉천역 3번출구,0,7,1123.31,\N,\N,\N,ST-702,ST-2380,일반자전거
SPB-32779,2025.12.7 1:48,2173,당곡사거리,0,2025.12.7 2:01,2112,서울대입구역 마에스트로,0,13,2266.87,\N,\N,\N,ST-1268,ST-715,일반자전거
SPB-49213,2025.12.7 1:32,2110,조원동 미성아파트,0,2025.12.7 2:14,2110,조원동 미성아파트,0,42,6837.31,\N,\N,\N,ST-950,ST-950,일반자전거
SPB-52912,2025.12.7 1:31,2184,구암초등학교 버스정류장,0,2025.12.7 2:24,2175,신림동걷고싶은문화의거리입구,0,53,3798.11,1976,F,내국인,ST-1702,ST-1270,일반자전거
SPB-52912,2025.12.7 2:25,2175,신림동걷고싶은문화의거리입구,0,2025.12.7 2:28,2102,봉림교 교통섬,0,3,431.24,1976,F,내국인,ST-1270,ST-702,일반자전거
SPB-59977,2025.12.7 2:24,2143,서울산업정보학교,0,2025.12.7 2:31,2178,서울대학교 정문,0,7,780.0,1993,M,내국인,ST-886,ST-1547,일반자전거
SPB-72179,2025.12.7 2:27,2156,신림푸르지오아파트,0,2025.12.7 2:35,2110,조원동 미성아파트,0,8,1062.26,1965,M,내국인,ST-952,ST-950,일반자전거
SPB-50467,2025.12.7 1:52,2185,대학동 고시촌,0,2025.12.7 2:36,2140,신림1교 교차로,0,44,1767.57,1984,\N,내국인,ST-1757,ST-724,일반자전거
SPB-53038,2025.12.7 1:45,2176,보라매공원 보도육교,0,2025.12.7 2:38,2187,현대시장사거리,0,52,3411.47,1965,M,내국인,ST-1357,ST-2371,일반자전거
SPB-54451,2025.12.7 2:35,2164,관악우체국,0,2025.12.7 2:39,2174,삼성디지털프라자관악점,0,4,699.62,\N,\N,\N,ST-1259,ST-1269,일반자전거
SPB-52912,2025.12.7 2:31,2102,봉림교 교통섬,0,2025.12.7 2:40,2195,은천교회,0,9,671.5,1960,M,내국인,ST-702,ST-2379,일반자전거
SPB-48555,2025.12.7 2:35,2184,구암초등학교 버스정류장,0,2025.12.7 2:48,2116,에이스에이존빌딩,0,13,1295.29,1998,\N,내국인,ST-1702,ST-717,일반자전거
SPB-46592,2025.12.7 2:41,2169,봉천역 2번출구,0,2025.12.7 2:50,2119,중앙동 동진빌딩,0,8,1320.0,1993,\N,내국인,ST-1264,ST-884,일반자전거
SPB-74123,2025.12.7 2:43,2136,신림역 8번출구,0,2025.12.7 2:53,2164,관악우체국,0,9,845.35,1969,F,내국인,ST-976,ST-1259,일반자전거
SPB-37755,2025.12.7 2:36,2127,난곡종점,0,2025.12.7 2:53,2102,봉림교 교통섬,0,17,3073.4,1973,M,내국인,ST-707,ST-702,일반자전거
SPB-47987,2025.12.7 2:22,2106,세이브마트,0,2025.12.7 2:55,2102,봉림교 교통섬,0,32,2030.0,1998,\N,내국인,ST-705,ST-702,일반자전거
SPB-46592,2025.12.7 2:51,2119,중앙동 동진빌딩,0,2025.12.7 2:58,2111,서울대입구역 1번출구,0,6,450.0,1964,M,내국인,ST-884,ST-965,일반자전거
SPB-35052,2025.12.7 2:10,2136,신림역 8번출구,0,2025.12.7 2:59,2102,봉림교 교통섬,0,49,284.45,\N,\N,\N,ST-976,ST-702,일반자전거
SPB-74237,2025.12.7 2:53,2110,조원동 미성아파트,0,2025.12.7 3:00,2170,조원동 강남힐병원,0,7,1190.58,1996,M,내국인,ST-950,ST-1265,일반자전거
SPB-43700,2025.12.7 3:00,2164,관악우체국,0,2025.12.7 3:04,2109,은천로입구 가로공원,0,3,141.95,1984,F,내국인,ST-1259,ST-882,일반자전거
SPB-74018,2025.12.7 3:02,2108,은천치안센터,0,2025.12.7 3:06,2137,KT&G 관악지점,0,4,593.63,\N,M,내국인,ST-714,ST-723,일반자전거
SPB-42355,2025.12.7 3:08,2185,대학동 고시촌,0,2025.12.7 3:12,2172,나들목공원,0,3,530.42,1989,M,내국인,ST-1757,ST-1267,일반자전거
SPB-47987,2025.12.7 3:19,2102,봉림교 교통섬,0,2025.12.7 3:24,2103,신림동 우방아파트,0,4,880.0,1993,M,내국인,ST-702,ST-703,일반자전거
SPB-55159,2025.12.7 3:18,2108,은천치안센터,0,2025.12.7 3:26,2119,중앙동 동진빌딩,0,7,1100.58,\N,\N,\N,ST-714,ST-884,일반자전거
SPB-54074,2025.12.7 3:23,2195,은천교회,0,2025.12.7 3:26,2196,봉천역 3번출구,0,2,0.13,1998,M,내국인,ST-2379,ST-2380,일반자전거
SPB-30076,2025.12.7 3:14,2111,서울대입구역 1번출구,0,2025.12.7 3:27,2136,신림역 8번출구,0,13,2172.28,\N,\N,\N,ST-965,ST-976,일반자전거
SPB-57355,2025.12.7 3:18,2106,세이브마트,0,2025.12.7 3:30,2102,봉림교 교통섬,0,12,2080.0,1962,M,내국인,ST-705,ST-702,일반자전거
SPB-73969,2025.12.7 3:15,2102,봉림교 교통섬,0,2025.12.7 3:31,2191,대학동주민센터,0,16,2318.67,1976,,내국인,ST-702,ST-2375,일반자전거
SPB-61878,2025.12.7 3:17,2136,신림역 8번출구,0,2025.12.7 3:32,2108,은천치안센터,0,14,1306.07,1999,F,내국인,ST-976,ST-714,일반자전거
SPB-43198,2025.12.7 3:28,2109,은천로입구 가로공원,0,2025.12.7 3:39,2176,보라매공원 보도육교,0,10,1034.74,\N,\N,\N,ST-882,ST-1357,일반자전거
SPB-48284,2025.12.7 2:45,2127,난곡종점,0,2025.12.7 3:41,2127,난곡종점,0,56,1770.0,1965,\N,내국인,ST-707,ST-707,일반자전거
SPB-63607,2025.12.7 3:22,2175,신림동걷고싶은문화의거리입구,0,2025.12.7 3:43,2106,세이브마트,0,21,2691.58,1980,M,내국인,ST-1270,ST-705,일반자전거
SPB-46232,2025.12.7 3:40,2173,당곡사거리,0,2025.12.7 3:46,2176,보라매공원 보도육교,0,6,1000.23,\N,\N,\N,ST-1268,ST-1357,일반자전거
SPB-50343,2025.12.7 3:36,2106,세이브마트,0,2025.12.7 3:48,2136,신림역 8번출구,0,11,88.63,1957,M,내국인,ST-705,ST-976,일반자전거
SPB-57355,2025.12.7 3:38,2102,봉림교 교통섬,0,2025.12.7 3:49,2106,세이브마트,0,10,2130.0,1997,\N,내국인,ST-702,ST-705,일반자전거
SPB-37755,2025.12.7 3:41,2102,봉림교 교통섬,0,2025.12.7 3:57,2191,대학동주민센터,0,15,2437.36,1975,M,내국인,ST-702,ST-2375,일반자전거
SPB-60987,2025.12.7 3:54,2187,현대시장사거리,0,2025.12.7 4:00,2196,봉천역 3번출구,0,6,1079.3,1987,\N,내국인,ST-2371,ST-2380,일반자전거
SPB-64548,2025.12.7 3:59,2122,낙성대로 입구,0,2025.12.7 4:01,2198,사랑의병원,0,1,310.0,1971,\N,내국인,ST-719,ST-2382,일반자전거
SPB-38762,2025.12.7 3:58,2127,난곡종점,0,2025.12.7 4:04,2144,난우길입구,0,6,1453.26,1965,M,내국인,ST-707,ST-709,일반자전거
SPB-50467,2025.12.7 2:37,2140,신림1교 교차로,0,2025.12.7 4:04,2185,대학동 고시촌,0,87,16967.37,1984,\N,내국인,ST-724,ST-1757,일반자전거
SPB-30076,2025.12.7 3:55,2136,신림역 8번출구,0,2025.12.7 4:06,2139,서울신성초등학교,0,11,1780.37,1955,M,내국인,ST-976,ST-951,일반자전거
SPB-64069,2025.12.7 4:04,2111,서울대입구역 1번출구,0,2025.12.7 4:19,2185,대학동 고시촌,0,15,2790.0,1997,M,내국인,ST-965,ST-1757,일반자전거
SPB-54451,2025.12.7 4:15,2174,삼성디지털프라자관악점,0,2025.12.7 4:20,2109,은천로입구 가로공원,0,4,735.56,1990,M,내국인,ST-1269,ST-882,일반자전거
SPB-53811,2025.12.7 3:37,2122,낙성대로 입구,0,2025.12.7 4:24,2187,현대시장사거리,0,46,4348.94,\N,\N,\N,ST-719,ST-2371,일반자전거
SPB-37547,2025.12.7 3:37,2122,낙성대로 입구,0,2025.12.7 4:24,2187,현대시장사거리,0,46,1497.77,\N,\N,\N,ST-719,ST-2371,일반자전거
SPB-33999,2025.12.7 3:38,2122,낙성대로 입구,0,2025.12.7 4:24,2187,현대시장사거리,0,45,1590.81,\N,\N,\N,ST-719,ST-2371,일반자전거
SPB-72179,2025.12.7 4:10,2110,조원동 미성아파트,0,2025.12.7 4:25,2106,세이브마트,0,15,2110.34,1967,M,내국인,ST-950,ST-705,일반자전거
SPB-37755,2025.12.7 4:16,2191,대학동주민센터,0,2025.12.7 4:27,2102,봉림교 교통섬,0,10,2157.1,1999,M,내국인,ST-2375,ST-702,일반자전거
SPB-65689,2025.12.7 4:10,2187,현대시장사거리,0,2025.12.7 4:29,2106,세이브마트,0,18,4081.52,1989,M,내국인,ST-2371,ST-705,일반자전거
SPB-50343,2025.12.7 4:28,2136,신림역 8번출구,0,2025.12.7 4:44,2136,신림역 8번출구,0,16,1119.88,\N,\N,\N,ST-976,ST-976,일반자전거
SPB-38773,2025.12.7 4:36,2156,신림푸르지오아파트,0,2025.12.7 4:51,2127,난곡종점,0,15,2555.84,\N,\N,\N,ST-952,ST-707,일반자전거
SPB-57732,2025.12.7 4:55,2184,구암초등학교 버스정류장,0,2025.12.7 5:10,2136,신림역 8번출구,0,14,2277.35,1985,F,내국인,ST-1702,ST-976,일반자전거
SPB-41810,2025.12.7 5:03,2140,신림1교 교차로,0,2025.12.7 5:13,2185,대학동 고시촌,0,9,1017.31,1994,M,내국인,ST-724,ST-1757,일반자전거
SPB-31900,2025.12.7 4:44,2136,신림역 8번출구,0,2025.12.7 5:45,2136,신림역 8번출구,0,60,2553.05,\N,\N,\N,ST-976,ST-976,일반자전거
SPB-60818,2025.12.7 5:49,2103,신림동 우방아파트,0,2025.12.7 5:55,2173,당곡사거리,0,5,176.46,1990,M,내국인,ST-703,ST-1268,일반자전거
SPB-74782,2025.12.7 5:54,2191,대학동주민센터,0,2025.12.7 6:11,2164,관악우체국,0,16,2725.42,\N,\N,비회원,ST-2375,ST-1259,일반자전거
SPB-54451,2025.12.7 6:09,2109,은천로입구 가로공원,0,2025.12.7 6:14,2174,삼성디지털프라자관악점,0,4,818.99,2003,M,내국인,ST-882,ST-1269,일반자전거
SPB-49213,2025.12.7 5:02,2110,조원동 미성아파트,0,2025.12.7 6:17,2115,관악구시설관리공단,0,0,0.0,\N,\N,\N,ST-950,ST-883,일반자전거
SPB-44980,2025.12.7 6:26,2148,낙성대역 3번출구 뒤,0,2025.12.7 6:30,2159,인헌초교,0,3,509.53,1990,M,내국인,ST-887,ST-1156,일반자전거
SPB-64005,2025.12.7 6:04,2109,은천로입구 가로공원,0,2025.12.7 6:30,2104,사당역 5번출구,0,26,4412.7,\N,\N,\N,ST-882,ST-712,일반자전거
SPB-50764,2025.12.7 6:32,2109,은천로입구 가로공원,0,2025.12.7 6:35,2169,봉천역 2번출구,0,3,664.15,1988,\N,내국인,ST-882,ST-1264,일반자전거
SPB-70562,2025.12.7 6:32,2109,은천로입구 가로공원,0,2025.12.7 6:35,2169,봉천역 2번출구,0,3,750.0,1985,\N,내국인,ST-882,ST-1264,일반자전거
SPB-67136,2025.12.7 6:36,2187,현대시장사거리,0,2025.12.7 6:45,2171,서울대입구역 5번출구,0,8,1089.42,1961,M,내국인,ST-2371,ST-1337,일반자전거
SPB-55159,2025.12.7 6:42,2119,중앙동 동진빌딩,0,2025.12.7 6:49,2108,은천치안센터,0,6,1153.87,\N,\N,\N,ST-884,ST-714,일반자전거
SPB-64548,2025.12.7 6:43,2198,사랑의병원,0,2025.12.7 6:49,2108,은천치안센터,0,5,1280.0,1994,M,내국인,ST-2382,ST-714,일반자전거
SPB-74018,2025.12.7 6:52,2137,KT&G 관악지점,0,2025.12.7 6:58,2173,당곡사거리,0,5,1004.95,1982,M,내국인,ST-723,ST-1268,일반자전거
SPB-31246,2025.12.7 6:48,2185,대학동 고시촌,0,2025.12.7 6:58,2140,신림1교 교차로,0,9,1068.86,1995,M,내국인,ST-1757,ST-724,일반자전거
SPB-31900,2025.12.7 6:59,2136,신림역 8번출구,0,2025.12.7 7:04,2175,신림동걷고싶은문화의거리입구,0,4,364.34,\N,\N,\N,ST-976,ST-1270,일반자전거
SPB-73792,2025.12.7 6:54,2167,낙성대역 1번출구,0,2025.12.7 7:12,2136,신림역 8번출구,0,18,3500.67,1994,M,내국인,ST-1262,ST-976,일반자전거
SPB-60329,2025.12.7 7:09,2174,삼성디지털프라자관악점,0,2025.12.7 7:20,2179,양녕로 입구,0,10,111.2,1990,F,내국인,ST-1269,ST-1548,일반자전거
SPB-72961,2025.12.7 7:48,2148,낙성대역 3번출구 뒤,0,2025.12.7 7:55,2116,에이스에이존빌딩,0,7,1232.92,1966,M,내국인,ST-887,ST-717,일반자전거
SPB-48756,2025.12.7 7:34,2102,봉림교 교통섬,0,2025.12.7 7:59,2102,봉림교 교통섬,0,24,1620.0,\N,M,내국인,ST-702,ST-702,일반자전거
SPB-70562,2025.12.7 7:57,2189,봉천역 4번출구,0,2025.12.7 8:05,2128,관악구청교차로,0,7,1220.0,1992,F,내국인,ST-2373,ST-720,일반자전거
SPB-73792,2025.12.7 7:45,2136,신림역 8번출구,0,2025.12.7 8:07,2165,JK장평타워,0,22,3673.99,1994,M,내국인,ST-976,ST-1260,일반자전거
SPB-48277,2025.12.7 8:07,2136,신림역 8번출구,0,2025.12.7 8:09,2102,봉림교 교통섬,0,1,260.0,1959,M,내국인,ST-976,ST-702,일반자전거
SPB-35804,2025.12.7 8:11,2169,봉천역 2번출구,0,2025.12.7 8:15,2195,은천교회,0,4,725.88,\N,\N,\N,ST-1264,ST-2379,일반자전거
SPB-49213,2025.12.7 8:07,2115,관악구시설관리공단,0,2025.12.7 8:20,2136,신림역 8번출구,0,13,2575.7,1977,M,내국인,ST-883,ST-976,일반자전거
SPB-33262,2025.12.7 8:20,2198,사랑의병원,0,2025.12.7 8:22,2111,서울대입구역 1번출구,0,1,350.54,1995,M,내국인,ST-2382,ST-965,일반자전거
SPB-35167,2025.12.7 8:09,2176,보라매공원 보도육교,0,2025.12.7 8:33,2127,난곡종점,0,23,3080.41,1980,F,내국인,ST-1357,ST-707,일반자전거
SPB-69132,2025.12.7 8:33,2109,은천로입구 가로공원,0,2025.12.7 8:37,2189,봉천역 4번출구,0,4,438.77,1998,M,내국인,ST-882,ST-2373,일반자전거
SPB-46232,2025.12.7 8:00,2176,보라매공원 보도육교,0,2025.12.7 8:46,2176,보라매공원 보도육교,0,45,8485.87,2001,\N,내국인,ST-1357,ST-1357,일반자전거
SPB-52097,2025.12.7 8:42,2195,은천교회,0,2025.12.7 8:46,2169,봉천역 2번출구,0,4,680.0,2003,F,내국인,ST-2379,ST-1264,일반자전거
SPB-64429,2025.12.7 8:44,2109,은천로입구 가로공원,0,2025.12.7 8:49,2189,봉천역 4번출구,0,4,670.0,1994,\N,내국인,ST-882,ST-2373,일반자전거
SPB-66111,2025.12.7 8:27,2119,중앙동 동진빌딩,0,2025.12.7 8:49,2105,미성동 신림체육센터,0,22,3963.35,\N,\N,\N,ST-884,ST-704,일반자전거
SPB-51827,2025.12.7 8:41,2105,미성동 신림체육센터,0,2025.12.7 8:53,2173,당곡사거리,0,11,2034.64,1971,F,내국인,ST-704,ST-1268,일반자전거
SPB-49213,2025.12.7 8:54,2136,신림역 8번출구,0,2025.12.7 8:58,2173,당곡사거리,0,4,655.68,1998,M,내국인,ST-976,ST-1268,일반자전거
SPB-72179,2025.12.7 8:55,2106,세이브마트,0,2025.12.7 9:01,2144,난우길입구,0,5,767.26,\N,\N,\N,ST-705,ST-709,일반자전거
SPB-48406,2025.12.7 9:11,2109,은천로입구 가로공원,0,2025.12.7 9:20,2173,당곡사거리,0,8,760.0,1977,F,내국인,ST-882,ST-1268,일반자전거
SPB-49376,2025.12.7 9:20,2187,현대시장사거리,0,2025.12.7 9:24,2108,은천치안센터,0,4,663.48,1949,M,내국인,ST-2371,ST-714,일반자전거
SPB-40702,2025.12.7 9:33,2102,봉림교 교통섬,0,2025.12.7 9:40,2195,은천교회,0,7,649.89,1973,F,내국인,ST-702,ST-2379,일반자전거
SPB-54744,2025.12.7 9:43,2109,은천로입구 가로공원,0,2025.12.7 9:50,2173,당곡사거리,0,6,835.04,1977,M,내국인,ST-882,ST-1268,일반자전거
SPB-69570,2025.12.7 9:42,2196,봉천역 3번출구,0,2025.12.7 9:51,2173,당곡사거리,0,9,1403.81,1997,F,내국인,ST-2380,ST-1268,일반자전거
SPB-43735,2025.12.7 9:46,2109,은천로입구 가로공원,0,2025.12.7 9:51,2169,봉천역 2번출구,0,5,690.55,1995,M,내국인,ST-882,ST-1264,일반자전거
SPB-48390,2025.12.7 9:51,2109,은천로입구 가로공원,0,2025.12.7 9:55,2136,신림역 8번출구,0,4,540.2,\N,\N,\N,ST-882,ST-976,일반자전거
SPB-43198,2025.12.7 9:15,2176,보라매공원 보도육교,0,2025.12.7 9:56,2176,보라매공원 보도육교,0,40,4235.66,1997,\N,내국인,ST-1357,ST-1357,일반자전거
SPB-51070,2025.12.7 9:56,2109,은천로입구 가로공원,0,2025.12.7 10:03,2179,양녕로 입구,0,6,1054.01,2003,F,내국인,ST-882,ST-1548,일반자전거
SPB-43735,2025.12.7 9:57,2169,봉천역 2번출구,0,2025.12.7 10:04,2128,관악구청교차로,0,6,894.13,\N,\N,\N,ST-1264,ST-720,일반자전거
SPB-58475,2025.12.7 10:08,2195,은천교회,0,2025.12.7 10:11,2189,봉천역 4번출구,0,2,593.64,1989,M,내국인,ST-2379,ST-2373,일반자전거
SPB-59182,2025.12.7 8:52,2116,에이스에이존빌딩,0,2025.12.7 10:12,2116,에이스에이존빌딩,0,79,1600.0,\N,\N,\N,ST-717,ST-717,일반자전거
SPB-36282,2025.12.7 10:08,2109,은천로입구 가로공원,0,2025.12.7 10:13,2189,봉천역 4번출구,0,4,559.11,1995,F,내국인,ST-882,ST-2373,일반자전거
SPB-31818,2025.12.7 9:25,2109,은천로입구 가로공원,0,2025.12.7 10:14,2173,당곡사거리,0,48,934.99,1996,M,내국인,ST-882,ST-1268,일반자전거
SPB-70173,2025.12.7 10:09,2179,양녕로 입구,0,2025.12.7 10:16,2195,은천교회,0,6,978.69,2001,M,내국인,ST-1548,ST-2379,일반자전거
SPB-74782,2025.12.7 10:19,2164,관악우체국,0,2025.12.7 10:20,2136,신림역 8번출구,0,1,0.26,1994,M,내국인,ST-1259,ST-976,일반자전거
SPB-70198,2025.12.7 10:23,2156,신림푸르지오아파트,0,2025.12.7 10:25,2170,조원동 강남힐병원,0,2,250.0,1966,M,내국인,ST-952,ST-1265,일반자전거
SPB-74460,2025.12.7 9:51,2137,KT&G 관악지점,0,2025.12.7 10:27,2137,KT&G 관악지점,0,35,6244.64,\N,\N,\N,ST-723,ST-723,일반자전거
SPB-47635,2025.12.7 8:05,2189,봉천역 4번출구,0,2025.12.7 10:31,2190,도원맨션,0,145,224.37,\N,F,내국인,ST-2373,ST-2374,일반자전거
SPB-32141,2025.12.7 10:23,2165,JK장평타워,0,2025.12.7 10:35,2171,서울대입구역 5번출구,0,12,1395.46,1970,F,내국인,ST-1260,ST-1337,일반자전거
SPB-73792,2025.12.7 10:22,2165,JK장평타워,0,2025.12.7 10:35,2171,서울대입구역 5번출구,0,12,3196.41,1965,M,내국인,ST-1260,ST-1337,일반자전거
SPB-32141,2025.12.7 10:37,2171,서울대입구역 5번출구,0,2025.12.7 10:44,2179,양녕로 입구,0,7,561.54,1970,F,내국인,ST-1337,ST-1548,일반자전거
SPB-71881,2025.12.7 10:46,2137,KT&G 관악지점,0,2025.12.7 10:51,2140,신림1교 교차로,0,5,1121.56,1997,F,내국인,ST-723,ST-724,일반자전거
SPB-60923,2025.12.7 10:41,2127,난곡종점,0,2025.12.7 10:54,2102,봉림교 교통섬,0,13,2818.73,1971,M,내국인,ST-707,ST-702,일반자전거
SPB-74170,2025.12.7 10:45,2179,양녕로 입구,0,2025.12.7 10:55,2137,KT&G 관악지점,0,10,990.6,1970,F,내국인,ST-1548,ST-723,일반자전거
SPB-44375,2025.12.7 10:57,2186,낙성대입구삼거리,0,2025.12.7 11:01,2111,서울대입구역 1번출구,0,3,600.02,1994,\N,내국인,ST-2370,ST-965,일반자전거
SPB-70066,2025.12.7 10:12,2119,중앙동 동진빌딩,0,2025.12.7 11:02,2119,중앙동 동진빌딩,0,49,1173.73,1980,M,내국인,ST-884,ST-884,일반자전거
SPB-73302,2025.12.7 10:37,2171,서울대입구역 5번출구,0,2025.12.7 11:02,2102,봉림교 교통섬,0,25,1938.27,1965,M,내국인,ST-1337,ST-702,일반자전거
SPB-74460,2025.12.7 10:56,2137,KT&G 관악지점,0,2025.12.7 11:03,2102,봉림교 교통섬,0,6,933.79,1970,F,내국인,ST-723,ST-702,일반자전거
SPB-47987,2025.12.7 9:52,2103,신림동 우방아파트,0,2025.12.7 11:05,2103,신림동 우방아파트,0,73,2900.0,1974,M,내국인,ST-703,ST-703,일반자전거
SPB-42103,2025.12.7 10:34,2199,신봉천주유소 A,0,2025.12.7 11:05,2198,사랑의병원,0,31,2455.52,1969,M,내국인,ST-2383,ST-2382,일반자전거
SPB-74782,2025.12.7 11:02,2136,신림역 8번출구,0,2025.12.7 11:10,2136,신림역 8번출구,0,7,630.4,1904,F,내국인,ST-976,ST-976,일반자전거
SPB-73969,2025.12.7 11:06,2191,대학동주민센터,0,2025.12.7 11:10,2172,나들목공원,0,4,671.47,1973,\N,내국인,ST-2375,ST-1267,일반자전거
SPB-31818,2025.12.7 10:15,2173,당곡사거리,0,2025.12.7 11:15,2173,당곡사거리,0,60,7023.79,\N,\N,\N,ST-1268,ST-1268,일반자전거
SPB-71881,2025.12.7 11:07,2140,신림1교 교차로,0,2025.12.7 11:17,2169,봉천역 2번출구,0,10,1718.3,1992,M,내국인,ST-724,ST-1264,일반자전거
SPB-69570,2025.12.7 10:39,2173,당곡사거리,0,2025.12.7 11:18,2173,당곡사거리,0,38,2448.53,2004,M,내국인,ST-1268,ST-1268,일반자전거
SPB-65689,2025.12.7 10:35,2106,세이브마트,0,2025.12.7 11:19,2106,세이브마트,0,44,8956.28,1995,\N,내국인,ST-705,ST-705,일반자전거
SPB-73792,2025.12.7 11:12,2171,서울대입구역 5번출구,0,2025.12.7 11:20,2119,중앙동 동진빌딩,0,7,648.51,2003,F,내국인,ST-1337,ST-884,일반자전거
SPB-48756,2025.12.7 10:34,2102,봉림교 교통섬,0,2025.12.7 11:20,2102,봉림교 교통섬,0,46,2290.0,\N,M,내국인,ST-702,ST-702,일반자전거
