대여소_번호,대여소_ID,대여소명,자치구,Capa,일평균_순유입량,순유입량_표준편차,n_days,t_statistic,p_value_two_sided,net_flow_group,반납_우세_비율(%),대여_우세_비율(%),매핑상태
1637,ST-611,KT 전화국 버스정류장 옆,노원구,9,10.07,26.55,304,6.613048943345324,1.700170923161734e-10,+_순유입/과적,63.18,30.41,매핑완료
1293,ST-1582,석촌호수 서호 사거리,송파구,14,10.03,35.49,304,4.92755778007472,1.3725678394938597e-06,+_순유입/과적,56.42,41.22,매핑완료
2320,ST-803,도곡역 대치지구대 방향,강남구,10,10.01,15.44,304,11.303776794000557,5.902021532296664e-25,+_순유입/과적,73.31,22.97,매핑완료
615,ST-274,용두동 래미안허브리츠아파트 앞,동대문구,25,10.0,24.46,304,7.128207593688755,7.478073408770017e-12,+_순유입/과적,62.16,34.46,매핑완료
4208,ST-2532,스타벅스(동교동) 앞,마포구,10,9.97,20.2,304,8.605588607346638,4.184881145907156e-16,+_순유입/과적,66.22,26.01,매핑완료
3628,ST-2689,역삼1동 주민센터,강남구,10,9.95,18.63,304,9.312086846640838,2.6468011794192507e-18,+_순유입/과적,67.23,25.34,매핑완료
1827,ST-660,독산보도육교 앞 자전거 보관소,금천구,20,9.89,22.29,304,7.736116743224275,1.5332642416341126e-13,+_순유입/과적,66.55,31.08,매핑완료
259,ST-307,대방역6번출구,영등포구,17,9.83,53.86,304,3.1821742751581747,0.001613461136185133,+_순유입/과적,57.09,40.2,매핑완료
4418,ST-3046,종암동 동덕여대 제2생활관 앞,성북구,8,9.83,25.06,304,6.8392620295299,4.3997642156709004e-11,+_순유입/과적,63.85,34.12,매핑완료
3525,ST-1599,금호스포츠센터앞,성동구,15,9.8,17.0,304,10.051108152164378,1.0602930668262852e-20,+_순유입/과적,72.3,22.3,매핑완료
2279,ST-1305,교대역 5번출구뒤,서초구,10,9.78,19.41,304,8.785168813565747,1.1803392910912005e-16,+_순유입/과적,65.54,29.05,매핑완료
2644,ST-1796,성내5교,송파구,10,9.71,19.72,304,8.585174186973621,4.827843239842648e-16,+_순유입/과적,64.53,27.7,매핑완료
2189,ST-2373,봉천역 4번출구,관악구,15,9.7,23.73,304,7.127066119232117,7.531350437272149e-12,+_순유입/과적,55.74,37.5,매핑완료
4665,ST-2779,응암역3번 출구(서부경찰서 방면),은평구,10,9.7,18.52,304,9.13203450374612,9.822601442198458e-18,+_순유입/과적,67.57,24.66,매핑완료
613,ST-272,신설동역 10번출구 앞,동대문구,8,9.69,21.6,304,7.82180199313132,8.719432464712096e-14,+_순유입/과적,62.5,30.41,매핑완료
2231,ST-761,삼성타운(삼성생명) A동 맞은편,서초구,17,9.69,27.99,304,6.036117293734781,4.606130577650319e-09,+_순유입/과적,63.85,31.76,매핑완료
3959,ST-2639,시흥사거리(시흥동 994-3 앞),금천구,10,9.66,19.37,304,8.695294536830751,2.2280239018241487e-16,+_순유입/과적,64.86,29.39,매핑완료
750,ST-1398,연의근린공원 건너편,양천구,10,9.63,20.61,304,8.146763090984317,9.896881561956331e-15,+_순유입/과적,63.51,30.74,매핑완료
771,ST-1997,목동아파트 703동 앞,양천구,8,9.61,29.65,304,5.6511323908837605,3.677785165010521e-08,+_순유입/과적,56.08,40.2,매핑완료
1569,ST-2137,수유역2번출구,강북구,10,9.61,27.39,304,6.117417867459054,2.9321262458593493e-09,+_순유입/과적,56.76,37.84,매핑완료
6062,ST-3413,서울역 파출소,중구,10,9.6,14.66,304,11.417579770256609,2.36729531767217e-25,+_순유입/과적,70.0,30.0,매핑완료
1906,ST-664,신도림역 1번 출구 앞,구로구,20,9.56,33.6,304,4.960842130982005,1.17191108356566e-06,+_순유입/과적,67.23,31.08,매핑완료
1466,ST-2287,두산대림아파트 삼거리,중랑구,10,9.55,14.02,304,11.876600545167886,5.740751721827159e-27,+_순유입/과적,72.64,21.28,매핑완료
916,ST-464,평생학습관 앞,은평구,13,9.54,22.22,304,7.485849850833128,7.791077605681158e-13,+_순유입/과적,62.16,31.76,매핑완료
587,ST-482,유니베라 앞,성동구,10,9.53,29.02,304,5.725748715636474,2.4785382703718896e-08,+_순유입/과적,60.14,33.78,매핑완료
1221,ST-933,삼전역 4번출구,송파구,10,9.53,26.66,304,6.232604190839103,1.5345815502205096e-09,+_순유입/과적,65.2,32.77,매핑완료
2144,ST-709,난우길입구,관악구,15,9.5,17.21,304,9.624529916010784,2.6337009524667737e-19,+_순유입/과적,63.51,30.07,매핑완료
1173,ST-1510,강서구청사거리(SH타워),강서구,15,9.46,49.99,304,3.299474615394661,0.0010842074980999263,+_순유입/과적,53.38,44.59,매핑완료
4029,ST-2718,청소년수련관 후문,노원구,8,9.45,42.27,304,3.8979507940817943,0.00011947233873519343,+_순유입/과적,58.11,39.86,매핑완료
3925,ST-3124,중앙유통단지 앞 B,구로구,10,9.41,27.75,304,5.912394819274629,9.080660746623823e-09,+_순유입/과적,53.72,34.8,매핑완료
4884,ST-2984,H비즈니스파크,송파구,16,9.35,33.72,304,4.83460321733159,2.124736050522719e-06,+_순유입/과적,59.46,35.47,매핑완료
1291,ST-1580,서울체육고등학교 앞,송파구,10,9.34,29.79,304,5.466547986931171,9.599256240850126e-08,+_순유입/과적,63.18,32.09,매핑완료
4616,ST-2447,신용산지하차도 앞,용산구,15,9.31,16.51,304,9.831944073740441,5.571372694600494e-20,+_순유입/과적,70.95,22.64,매핑완료
363,ST-177,신설동역 11번출구 뒤,종로구,13,9.28,27.29,304,5.928997023973243,8.295143316634247e-09,+_순유입/과적,59.12,37.16,매핑완료
2423,ST-1889,영희초교 사거리(래미안개포루체하임),강남구,10,9.24,18.53,304,8.69427441733747,2.2441002203391857e-16,+_순유입/과적,67.91,27.36,매핑완료
908,ST-456,구산역 4번출구,은평구,10,9.2,21.25,304,7.548587346931614,5.200394144171897e-13,+_순유입/과적,63.18,32.09,매핑완료
4508,ST-2760,유원목동아파트 103동 앞,양천구,10,9.18,38.2,304,4.190020136304019,3.6630031555606964e-05,+_순유입/과적,58.45,39.86,매핑완료
263,ST-417,근로자회관 사거리,영등포구,12,9.16,33.17,304,4.814894702783548,2.329035069721444e-06,+_순유입/과적,55.07,39.86,매핑완료
1503,ST-643,강북구청사거리(수유역 8번출구),강북구,14,9.15,27.67,304,5.765655993263053,2.0037194671633062e-08,+_순유입/과적,65.88,30.74,매핑완료
665,ST-2265,이문동 쌍용아파트 정문,동대문구,11,9.09,14.67,304,10.803651369266456,3.1296217497554103e-23,+_순유입/과적,69.26,21.28,매핑완료
1456,ST-1380,상아빌딩(우림시장 교차로),중랑구,10,9.09,18.63,304,8.507223058890977,8.317052942755679e-16,+_순유입/과적,67.91,28.04,매핑완료
3569,ST-2308,건대병원후문,광진구,12,9.09,32.56,304,4.867615650710654,1.8206781955492073e-06,+_순유입/과적,62.16,35.47,매핑완료
785,ST-2011,"양천구청, 보건소 사잇길",양천구,24,9.08,45.23,304,3.500225726937813,0.0005346865944010885,+_순유입/과적,59.8,36.49,매핑완료
3416,ST-1813,동묘앞역 6번출구,종로구,15,9.06,28.23,304,5.595695987032023,4.918373938118388e-08,+_순유입/과적,58.78,30.74,매핑완료
2221,ST-752,방일초교 마을버스 정류장,서초구,15,8.98,19.05,304,8.218984254697165,6.057043892816634e-15,+_순유입/과적,65.88,29.39,매핑완료
3881,ST-2865,신자초교입구 교차로,광진구,7,8.95,38.13,304,4.0925408386770545,5.476462515745773e-05,+_순유입/과적,56.76,41.22,매핑완료
849,ST-2173,삼각지 자이아파트,용산구,20,8.94,23.53,304,6.624489002168061,1.5890479459783768e-10,+_순유입/과적,59.46,34.12,매핑완료
2632,ST-1859,석촌고분역 2번 출구,송파구,9,8.94,30.26,304,5.151164118341523,4.672082978770553e-07,+_순유입/과적,60.14,36.15,매핑완료
5061,ST-2888,우장산동 가곡어린이공원앞,강서구,10,8.94,41.91,304,3.719260945383309,0.00023802786361307523,+_순유입/과적,59.8,35.81,매핑완료
2634,ST-1861,위례포레샤인아파트 2318동,송파구,10,8.92,19.31,304,8.054143671959153,1.8504222969325412e-14,+_순유입/과적,64.86,27.36,매핑완료
736,ST-1007,오솔길공원,양천구,10,8.88,21.21,304,7.299768527796546,2.5505305955864643e-12,+_순유입/과적,64.86,29.05,매핑완료
1809,ST-623,LG전자 별관동(호서대 벤처타워 맞은편),금천구,10,8.87,24.72,304,6.256219033852067,1.3423627924986166e-09,+_순유입/과적,62.84,29.73,매핑완료
2091,ST-2364,이수역9번출구,동작구,15,8.86,20.57,304,7.509935758827491,6.672829563574201e-13,+_순유입/과적,63.51,32.77,매핑완료
4113,ST-2504,한국국방연구원 앞,동대문구,10,8.82,18.73,304,8.210462078383074,6.419226271039053e-15,+_순유입/과적,66.55,29.73,매핑완료
4558,ST-2809,대영중고 후문,영등포구,10,8.79,19.38,304,7.908095296949953,4.9191902005050964e-14,+_순유입/과적,64.86,30.41,매핑완료
1775,ST-2120,신원리베르텔 앞,도봉구,15,8.78,18.08,304,8.467064762010423,1.099427915099327e-15,+_순유입/과적,68.24,25.0,매핑완료
4541,ST-3089,갈산문화예술센터,양천구,9,8.78,30.5,304,5.019164947447491,8.866482085277269e-07,+_순유입/과적,60.81,36.15,매핑완료
4842,ST-3233,면목라온프라이빗 아파트,중랑구,20,8.73,17.86,304,8.522550454000019,7.475194827622284e-16,+_순유입/과적,70.27,23.99,매핑완료
4497,ST-2602,아시아선수촌아파트 교차로,송파구,20,8.7,25.78,304,5.884006331854749,1.059538104781967e-08,+_순유입/과적,65.54,30.41,매핑완료
3963,ST-2641,에이스 하드웨어(시흥대로 396) 앞,금천구,10,8.68,20.09,304,7.5331493937148934,5.745472085577927e-13,+_순유입/과적,64.86,30.41,매핑완료
932,ST-480,예일여중,은평구,20,8.66,21.72,304,6.9517614827002285,2.2201027454000425e-11,+_순유입/과적,58.78,33.45,매핑완료
3780,ST-2487,등촌서광아파트,강서구,22,8.62,47.47,304,3.166101444560405,0.001702259866263231,+_순유입/과적,58.45,39.19,매핑완료
4956,ST-3352,암사역사공원역 1번출구,강동구,5,8.62,16.59,304,9.059363205140592,1.6610004925848e-17,+_순유입/과적,66.22,25.0,매핑완료
4141,ST-3334,우리은행장안지점 앞,동대문구,6,8.6,22.46,304,6.6761408574265,1.1699070951062714e-10,+_순유입/과적,63.51,32.09,매핑완료
4639,ST-3083,동빙고근린공원,용산구,10,8.58,17.24,304,8.677344068579812,2.528320770186297e-16,+_순유입/과적,68.58,25.68,매핑완료
1446,ST-1097,중랑전화국 교차로,중랑구,10,8.42,25.46,304,5.76621038564218,1.997792967674308e-08,+_순유입/과적,58.78,37.16,매핑완료
2027,ST-693,중앙대학교 정문 1,동작구,15,8.42,15.27,304,9.614126811948259,2.845835057737827e-19,+_순유입/과적,68.58,25.34,매핑완료
1275,ST-1367,거여초등학교 옆,송파구,15,8.4,15.06,304,9.725033499532977,1.2433375887129042e-19,+_순유입/과적,65.2,26.01,매핑완료
4332,ST-3086,이수교차로,서초구,5,8.4,20.63,304,7.099321594908709,8.947631831048171e-12,+_순유입/과적,65.2,32.09,매핑완료
1840,ST-1141,솔브레인이엔지 뒤편,금천구,20,8.38,18.3,304,7.984168993851552,2.960196706762585e-14,+_순유입/과적,61.49,29.39,매핑완료
1480,ST-2301,용마지구대 B,중랑구,15,8.32,16.58,304,8.749346009712525,1.5211678810920013e-16,+_순유입/과적,65.54,26.69,매핑완료
4812,ST-2635,묵동 이마트 앞,중랑구,10,8.31,21.69,304,6.680027703240756,1.1431801755837306e-10,+_순유입/과적,63.18,33.11,매핑완료
630,ST-397,동대문구 보건소,동대문구,15,8.26,21.86,304,6.588198586211522,1.968501756788545e-10,+_순유입/과적,62.16,35.14,매핑완료
754,ST-1495,목동1단지아파트 118동 앞,양천구,10,8.24,32.9,304,4.366848303316128,1.7323453659616024e-05,+_순유입/과적,58.11,38.85,매핑완료
1024,ST-1041,강동구청 앞,강동구,10,8.19,29.92,304,4.7726446988767535,2.8328094872176832e-06,+_순유입/과적,61.15,36.15,매핑완료
2619,ST-1729,석촌고분역 4번출구,송파구,9,8.19,22.73,304,6.282337412687745,1.1571842755050387e-09,+_순유입/과적,65.2,30.07,매핑완료
4220,ST-2975,신촌 청년주택,마포구,10,8.14,24.78,304,5.72743138021325,2.4564680214094214e-08,+_순유입/과적,62.5,32.77,매핑완료
904,ST-452,은평뉴타운 푸르지오,은평구,18,8.11,16.82,304,8.406818176483915,1.6686028198833468e-15,+_순유입/과적,65.2,26.35,매핑완료
4515,ST-2765,동문굿모닝탑,양천구,10,8.11,38.82,304,3.6425214252565548,0.0003174793327175894,+_순유입/과적,58.78,38.85,매핑완료
1462,ST-2283,동부시장 북문 앞,중랑구,9,8.08,23.69,304,5.946796701360682,7.526713715112519e-09,+_순유입/과적,58.78,37.5,매핑완료
743,ST-1014,현대6차아파트 101동 옆,양천구,10,8.06,22.46,304,6.256941315215999,1.3368717176406013e-09,+_순유입/과적,59.12,34.46,매핑완료
1611,ST-604,과기대 입구(우),노원구,20,8.03,35.09,304,3.989963923240993,8.293343780688286e-05,+_순유입/과적,62.84,35.14,매핑완료
4218,ST-2974,디지털매직스페이스,마포구,13,8.02,28.76,304,4.862081992655939,1.8685339374094273e-06,+_순유입/과적,61.82,35.47,매핑완료
1821,ST-629,홈플러스 시흥점 맞은편 다비치안경 앞,금천구,10,7.97,16.58,304,8.381284579015484,1.9902638296473052e-15,+_순유입/과적,66.89,27.03,매핑완료
3629,ST-2690,청담사거리(신한오피스텔빌딩 앞),강남구,4,7.94,10.53,304,13.147068418504446,1.516281803968563e-31,+_순유입/과적,76.35,14.53,매핑완료
2618,ST-1728,삼전역 1번출구,송파구,14,7.92,22.28,304,6.197931711461783,1.8665295768276994e-09,+_순유입/과적,61.82,36.49,매핑완료
708,ST-315,서울출입국관리사무소 앞,양천구,16,7.88,34.14,304,4.024384730533159,7.222056428535421e-05,+_순유입/과적,60.14,37.84,매핑완료
5752,ST-3070,풍납백제문화공원 옆 인근,송파구,6,7.88,34.22,304,4.014976466990124,7.501025378218918e-05,+_순유입/과적,59.12,37.16,매핑완료
5895,ST-3404,생각공장 당산,영등포구,15,7.85,22.52,304,6.077683251650851,3.6584000232691706e-09,+_순유입/과적,60.0,37.5,매핑완료
553,ST-379,중곡 성원아파트 앞,광진구,19,7.83,21.55,304,6.335067977340785,8.563609601087098e-10,+_순유입/과적,60.81,34.46,매핑완료
1532,ST-1106,번3동 주민센터 교차로,강북구,10,7.83,17.45,304,7.823536671157245,8.620013168482335e-14,+_순유입/과적,63.85,30.41,매핑완료
4638,ST-3082,청파동삼거리 앞,용산구,10,7.81,15.68,304,8.684438966595067,2.405115680176279e-16,+_순유입/과적,69.26,26.01,매핑완료
656,ST-1628,영휘원 교차로,동대문구,10,7.8,19.21,304,7.079523531414316,1.0115520237151703e-11,+_순유입/과적,66.22,28.72,매핑완료
4272,ST-3113,홍남교 사거리,서대문구,7,7.75,22.43,304,6.024336480149839,4.91585949117994e-09,+_순유입/과적,60.47,34.46,매핑완료
4542,ST-3146,월정초 사거리,양천구,5,7.75,15.88,304,8.509185595073104,8.204231237553438e-16,+_순유입/과적,51.69,20.27,매핑완료
4633,ST-2924,센트럴파크타워 앞,용산구,16,7.75,25.63,304,5.27217585835977,2.5675797270338567e-07,+_순유입/과적,59.46,32.77,매핑완료
1031,ST-1048,올림픽로 836(아리수로),강동구,15,7.66,13.87,304,9.6291754599918,2.544116116084767e-19,+_순유입/과적,69.59,23.65,매핑완료
345,ST-161,서울보증보험본사 앞,종로구,18,7.65,20.47,304,6.515989627373945,3.0067824971176297e-10,+_순유입/과적,60.14,34.12,매핑완료
2414,ST-1880,도곡역 아카데미스위트 앞,강남구,20,7.65,22.2,304,6.0082120573128215,5.373006129938403e-09,+_순유입/과적,62.16,32.77,매핑완료
2919,ST-2085,등나무 근린공원(시립북서울미술관 앞),노원구,16,7.59,27.12,304,4.8796523571495145,1.7206358746641227e-06,+_순유입/과적,59.6,36.03,매핑완료
5090,ST-3137,대상연구소,강서구,10,7.56,28.55,304,4.616921332843082,5.761589256210495e-06,+_순유입/과적,54.39,39.19,매핑완료
1078,ST-1839,둔촌사거리,강동구,25,7.53,35.44,304,3.704572126959512,0.0002516130233248617,+_순유입/과적,57.77,40.2,매핑완료
3868,ST-2546,자양한강도서관,광진구,10,7.52,32.87,304,3.988916343830346,8.328203643839627e-05,+_순유입/과적,56.08,39.53,매핑완료
1744,ST-2089,도봉소방서 옆,도봉구,15,7.47,23.67,304,5.50248840021104,7.978775846326344e-08,+_순유입/과적,58.11,38.18,매핑완료
5883,ST-3330,영문초사거리,영등포구,8,7.44,28.34,304,4.5773053126242225,6.8815713632868095e-06,+_순유입/과적,61.49,36.15,매핑완료
233,ST-282,양평1동 YP센터 앞,영등포구,10,7.43,21.45,304,6.039462778649363,4.521710063851107e-09,+_순유입/과적,56.08,37.16,매핑완료
4620,ST-2451,삼각지역 14번 출구 앞(교통섬),용산구,8,7.43,17.42,304,7.436651928933916,1.0680664829285473e-12,+_순유입/과적,64.19,28.38,매핑완료
228,ST-278,선유도역 3번출구 앞,영등포구,10,7.4,31.24,304,4.13007070194635,4.695093813490029e-05,+_순유입/과적,53.72,42.91,매핑완료
5651,ST-3403,한강버스 옥수 선착장,성동구,20,7.4,46.94,304,2.7486878723648056,0.0063424193750867145,+_순유입/과적,48.94,44.68,매핑완료
1454,ST-1346,한국전력공사(동대문 중랑지사),중랑구,10,7.38,17.82,304,7.220802290309803,4.193550630467008e-12,+_순유입/과적,62.16,32.09,매핑완료
726,ST-997,목동3단지 시내버스정류장,양천구,18,7.37,54.89,304,2.3410519376130274,0.01987765734631952,+_순유입/과적,59.12,38.51,매핑완료
368,ST-181,SK 서린빌딩 앞,종로구,15,7.33,27.68,304,4.617157406958547,5.755472764041853e-06,+_순유입/과적,53.72,35.81,매핑완료
590,ST-972,건국대학교 (입학정보관),광진구,20,7.32,18.52,304,6.891390986332125,3.2077347804183487e-11,+_순유입/과적,60.14,32.09,매핑완료
819,ST-438,선린인터넷 고등학교,용산구,12,7.32,21.01,304,6.074657832787764,3.720404041069692e-09,+_순유입/과적,60.81,34.8,매핑완료
2033,ST-729,사당동 아르테스 웨딩앞,동작구,10,7.32,17.26,304,7.394470513723692,1.3982552126734e-12,+_순유입/과적,58.78,34.8,매핑완료
217,ST-66,NH농협은행 앞,영등포구,15,7.29,49.75,304,2.5548842852994182,0.01111092680213775,+_순유입/과적,53.72,42.91,매핑완료
4965,ST-3373,고덕비즈밸리 쿠쿠강동빌딩,강동구,15,7.29,25.15,304,5.053896349647955,7.500426591234095e-07,+_순유입/과적,54.94,37.65,매핑완료
2631,ST-1858,배명고등학교,송파구,15,7.28,16.89,304,7.515165022848101,6.45182600469145e-13,+_순유입/과적,63.18,30.74,매핑완료
2413,ST-1879,도곡역 1번 출구,강남구,20,7.25,20.57,304,6.145263459537168,2.5093277924056806e-09,+_순유입/과적,60.81,32.43,매핑완료
2059,ST-1151,보라매공원 정문,동작구,10,7.21,23.74,304,5.29530941582616,2.2871411634900507e-07,+_순유입/과적,57.09,38.85,매핑완료
456,ST-1609,숭인2동 주민센터 입구,종로구,10,7.18,19.95,304,6.275066549297652,1.206059083927225e-09,+_순유입/과적,60.47,34.12,매핑완료
5884,ST-3331,GS강서타워,영등포구,8,7.18,23.85,304,5.248955038091746,2.882530138628558e-07,+_순유입/과적,58.11,37.5,매핑완료
1470,ST-2291,중화동 우리은행 앞,중랑구,20,7.17,19.77,304,6.32337995451424,9.155993894902629e-10,+_순유입/과적,59.46,35.14,매핑완료
2727,ST-2044,서울식물원 잔디마당 앞,강서구,25,7.16,44.3,304,2.818033086749547,0.0051496241510531554,+_순유입/과적,58.78,33.45,매핑완료
4615,ST-2446,크라운호텔앞 버스정류소,용산구,7,7.15,15.75,304,7.915206970492907,4.6916936911667943e-14,+_순유입/과적,68.24,26.01,매핑완료
1677,ST-1349,육군사관학교 앞,노원구,15,7.14,24.12,304,5.161283326182489,4.445791292802287e-07,+_순유입/과적,58.11,37.5,매핑완료
5052,ST-2871,마곡역 7번출구,강서구,25,7.12,44.75,304,2.7741104337885676,0.0058788099596403035,+_순유입/과적,57.09,40.88,매핑완료
5305,ST-3063,대륜E&S 서울지사 앞,노원구,10,7.12,15.55,304,7.9833724702275495,2.976027207305355e-14,+_순유입/과적,63.51,30.07,매핑완료
275,ST-1320,신동아아파트,영등포구,10,7.08,32.58,304,3.7889508312176763,0.00018248150153219074,+_순유입/과적,50.68,46.62,매핑완료
1520,ST-650,수유중앙시장,강북구,7,7.08,17.5,304,7.0539438903469645,1.184889084315104e-11,+_순유입/과적,61.82,32.09,매핑완료
286,ST-1652,우성아파트 교차로,영등포구,12,7.06,18.41,304,6.686328417468149,1.1011237573087959e-10,+_순유입/과적,60.47,36.15,매핑완료
359,ST-174,원남동사거리,종로구,8,7.02,17.02,304,7.191414943279796,5.041338655977822e-12,+_순유입/과적,60.81,31.08,매핑완료
289,ST-1697,대림3동사거리,영등포구,10,7.01,20.11,304,6.077748700988588,3.657069914294767e-09,+_순유입/과적,58.78,36.49,매핑완료
4618,ST-2449,풍전아파트 건너편,용산구,10,7.0,17.9,304,6.81838940889044,4.990849415741674e-11,+_순유입/과적,61.15,25.34,매핑완료
591,ST-973,건국대학교 (행정관),광진구,5,6.98,29.82,304,4.081168963905286,5.7366904552416144e-05,+_순유입/과적,56.42,30.41,매핑완료
4045,ST-2971,은하수 공원,노원구,8,6.98,15.45,304,7.877052330333698,6.046730584814166e-14,+_순유입/과적,68.24,27.03,매핑완료
1032,ST-1049,선사고등학교,강동구,20,6.97,15.03,304,8.08556903166427,1.4971809194327488e-14,+_순유입/과적,67.91,23.65,매핑완료
2404,ST-1574,대모산입구역 4번 출구 앞,강남구,10,6.94,25.68,304,4.7119561788430335,3.7440160682642916e-06,+_순유입/과적,56.42,37.5,매핑완료
657,ST-1629,동대문롯데캐슬아파트 앞,동대문구,13,6.92,31.51,304,3.8290803794733685,0.00015630854625265454,+_순유입/과적,63.18,33.78,매핑완료
2036,ST-694,정금마을 마을버스정류장,동작구,12,6.92,15.15,304,7.963981700145601,3.3882982593747504e-14,+_순유입/과적,60.81,31.08,매핑완료
4244,ST-3017,당인리발전소 공원 앞,마포구,10,6.92,19.94,304,6.05086874409257,4.245109052526358e-09,+_순유입/과적,62.84,30.41,매핑완료
5319,ST-3174,연해피빌 앞,노원구,10,6.88,20.45,304,5.865863028177963,1.1689891849198173e-08,+_순유입/과적,61.49,34.8,매핑완료
1464,ST-2285,중화역 4번출구,중랑구,15,6.83,20.28,304,5.87204729475006,1.1304959717575693e-08,+_순유입/과적,60.81,31.08,매핑완료
4135,ST-3258,삼성생명 앞,동대문구,18,6.77,28.5,304,4.141718715476542,4.475020977719799e-05,+_순유입/과적,51.01,44.93,매핑완료
4143,ST-3356,서울동물복지지원센터 동대문,동대문구,5,6.69,27.84,304,4.18980372590332,3.6663059112162286e-05,+_순유입/과적,57.34,38.53,매핑완료
1987,ST-1522,개봉아이파크아파트 앞,구로구,15,6.68,28.43,304,4.096721061252437,5.383660493614942e-05,+_순유입/과적,58.78,35.81,매핑완료
1414,ST-849,사가정역 2번출구,중랑구,10,6.67,23.28,304,4.9955078957759955,9.9316874582836e-07,+_순유입/과적,31.08,19.26,매핑완료
5508,ST-3272,성산유수지공원,마포구,8,6.66,22.11,304,5.2519705045646115,2.839605735244101e-07,+_순유입/과적,56.42,35.47,매핑완료
1468,ST-2289,먹골역 7번 출구,중랑구,6,6.64,17.82,304,6.496765204289579,3.363850751576403e-10,+_순유입/과적,64.19,29.39,매핑완료
586,ST-447,마장동 주민센터,성동구,10,6.62,18.53,304,6.229014788179009,1.566066151533618e-09,+_순유입/과적,63.85,31.42,매핑완료
1121,ST-519,가양레포츠센터 앞,강서구,15,6.62,18.05,304,6.394661718834186,6.08059186278091e-10,+_순유입/과적,59.46,32.09,매핑완료
1829,ST-636,홈플러스 금천점 앞,금천구,10,6.56,18.22,304,6.277580037239697,1.1889389218206878e-09,+_순유입/과적,61.49,32.09,매핑완료
1846,ST-1147,롯데캐슬골드파크1차 동문,금천구,15,6.54,26.18,304,4.355568997823684,1.8184366741530456e-05,+_순유입/과적,58.45,34.46,매핑완료
2729,ST-2046,넥센 유니버시티 앞,강서구,30,6.52,31.39,304,3.6215382111354177,0.0003432049048319572,+_순유입/과적,62.5,32.77,매핑완료
543,ST-255,구의공원(테크노마트 앞),광진구,20,6.51,29.28,304,3.876561765361992,0.00012992552080207413,+_순유입/과적,54.73,42.57,매핑완료
731,ST-1002,서울시 도로환경관리센터,양천구,10,6.51,29.85,304,3.8025369678324674,0.00017318861316169713,+_순유입/과적,54.39,42.91,매핑완료
1834,ST-640,월드메르디앙 벤처센터 2차,금천구,10,6.49,26.2,304,4.318970098256332,2.1268941489034053e-05,+_순유입/과적,56.76,34.8,매핑완료
3550,ST-2332,금호나들목,성동구,20,6.48,21.39,304,5.282031819381686,2.44424053895509e-07,+_순유입/과적,59.8,35.81,매핑완료
4721,ST-3354,통인시장 정자,종로구,8,6.48,28.11,304,4.019304895644763,7.371432410694878e-05,+_순유입/과적,56.42,38.85,매핑완료
3781,ST-2488,강서아동복지센터,강서구,12,6.46,8.35,304,13.489095652825272,8.434967600448541e-33,+_순유입/과적,72.64,13.85,매핑완료
4214,ST-2537,JTBC 앞,마포구,10,6.45,20.26,304,5.550818990293651,6.213278061533852e-08,+_순유입/과적,58.45,33.78,매핑완료
4804,ST-2630,동서울농협 앞,중랑구,9,6.44,23.2,304,4.83988089593137,2.0730335528585048e-06,+_순유입/과적,57.09,39.19,매핑완료
4387,ST-3121,성수역 1번출구 주변,성동구,8,6.42,24.75,304,4.5226878735403835,8.773652142195836e-06,+_순유입/과적,55.41,38.18,매핑완료
4643,ST-3249,한가람아파트 앞,용산구,7,6.41,18.1,304,6.1747054647725355,2.1272126660025093e-09,+_순유입/과적,58.78,28.04,매핑완료
393,ST-1372,동대문역 8번 출구,종로구,12,6.38,22.56,304,4.930811216274734,1.351576122637663e-06,+_순유입/과적,57.09,36.49,매핑완료
4147,ST-3405,청량리역 광장,동대문구,35,6.38,17.8,304,6.249387698829101,1.3954020995113017e-09,+_순유입/과적,59.38,37.5,매핑완료
1957,ST-1219,구일고등학교 정문,구로구,15,6.36,34.45,304,3.218879219845421,0.0014264998576349244,+_순유입/과적,54.39,41.22,매핑완료
4145,ST-3362,청량리동 주민센터,동대문구,5,6.34,22.16,304,4.98834283430467,1.0278037995457067e-06,+_순유입/과적,57.84,33.82,매핑완료
374,ST-189,청구역 2번출구 앞,중구,12,6.3,17.39,304,6.316518308063541,9.522279405292281e-10,+_순유입/과적,59.8,32.77,매핑완료
437,ST-1691,대흥역1번출구,마포구,12,6.29,16.94,304,6.474019918505511,3.840292145858937e-10,+_순유입/과적,60.47,33.11,매핑완료
4318,ST-2669,방배역 2번 출구,서초구,5,6.28,12.69,304,8.628490264912667,3.5640895300217746e-16,+_순유입/과적,48.99,14.86,매핑완료
4826,ST-2904,홈플러스 면목점,중랑구,8,6.28,17.97,304,6.093241038494254,3.355176652472973e-09,+_순유입/과적,59.12,32.43,매핑완료
870,ST-2240,노들섬 서측 앞,용산구,10,6.27,19.16,304,5.705698617119003,2.7568695074765423e-08,+_순유입/과적,58.78,36.15,매핑완료
227,ST-277,양평2나들목 보행통로 입구,영등포구,20,6.26,27.93,304,3.9078707320536514,0.00011489955436668783,+_순유입/과적,54.39,41.55,매핑완료
813,ST-334,삼각지역 3번출구,용산구,20,6.26,17.81,304,6.128401434377231,2.757623982953612e-09,+_순유입/과적,61.15,32.43,매핑완료
